issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,12,basic necessities,...conomic disintegration and shortages of **basic necessities**   - the rise of the Petrograd Soviet an...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Basic necessities' is a correct and commonly used term in this context.
2,18,the how,...ruct a list of terms of the NEP showing **the how** different part of the economy were chan...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The phrase 'the how' is incorrect; it should be 'how' or 'the way'.
3,21,Collectivization,...these policies.  #### **Website(s):**  [**Collectivization** -](https://www.britannica.com/money/col...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Collectivization' is a correct term in this context.
4,23,eastern Europe,...d the advance of the Soviet army across **eastern Europe**.  #### **Activity:**  Explain how the A...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Eastern Europe' is a correct term in this context.
5,24,eastern Europe,"... the imposition of communist regimes in **eastern Europe**, and the Warsaw Pact.  The impact of th...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Eastern Europe' is a correct term in this context.
6,24,"""","... The setting up of the Soviet bloc, the **""**Iron Curtain – the problem of divided Be...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The quotation mark is incorrectly placed; it should be part of the phrase 'Iron Curtain'.
7,24,of USA,... Soviet Union:  - a) with the agreement **of USA**/UK - b) without the agreement of USA/UK...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Of USA' is correct in this context, as it refers to the agreement of the USA."
8,24,of USA,"...nt of USA/UK - b) without the agreement **of USA**/UK, and list those other countries forc...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,"'Of USA' is correct in this context, as it refers to the agreement of the USA."
9,24,eastern Europe,...understand how the Soviet army occupied **eastern Europe** and why relations with their former all...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Eastern Europe' is a correct term in this context.
10,24,eastern Europe,... the imposition of Communist regimes in **eastern Europe** and other factors in the onset and deve...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The term 'eastern Europe' is correctly capitalized and is a standard geographical designation.
11,25,in 1930s,"...and deliberate famines, such as Ukraine **in 1930s**. |  | | engage in collaborative working...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The phrase 'in 1930s' should be 'in the 1930s' to include the definite article.
12,25,in 1930s,...ity on Stalin's drive for modernisation **in 1930s** could be done with smaller groups takin...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The phrase 'in 1930s' should be 'in the 1930s' to include the definite article.
13,26,marginalised,"...peoples. Options allow for the study of **marginalised** regions of the world, the histories of ...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Marginalised' is correctly spelled and used in the context of the Curriculum for Wales.
14,29,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'evidencebased' should be 'evidence-based' to include the hyphen for the compound adjective.
15,30,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'crosscurricular' should be 'cross-curricular' to include the hyphen for the compound adjective.
