issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,Phrase 'of any of' is grammatically correct and contextually appropriate.
1,6,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform.  ## <span id=""page-6-2""></spa...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,'eassessment' is a clear misspelling of 'e-assessment' or 'eAssessment'.
2,7,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,Missing space between 'be' and 'able' should be 'be able to demonstrate'.
3,9,da,"...)  #### **Video(s):**  [Columbus, Vasco **da**](https://www.youtube.com/watch?v=NjEGnc...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'da' is a correct abbreviation for 'de' in the context of 'Vasco da Gama'.
4,11,central America,...519) in the Caribbean and the appeal of **central America**.  #### **Activity**:  Groupwork present...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'central America' should be 'Central America' as it is a proper noun.
5,11,Groupwork,...f central America.  #### **Activity**:  **Groupwork** presentation activity. Each group is gi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,"'Groupwork' is a valid term in educational contexts, often used as a compound noun."
6,12,civilization,...y understand the main features of Aztec **civilization**. Advanced activity: Assess the reliabil...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'civilization' should be 'civilisation' to adhere to UK English spelling.
7,13,Civilization,...Exploring the Rich History of the Aztec **Civilization** |  | |---------------------------------...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Civilization' should be 'Civilisation' to adhere to UK English spelling.
8,14,Diego Velazquez de Cuellar,"... History - Hernando Cortés Biography of **Diego Velazquez de Cuellar**, Conquistador Video(s): How the Spanish...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Diego Velazquez de Cuellar' is a proper noun and correctly spelled.
9,19,Encyclopedia,...s://www.worldhistory.org/Encomienda/)  [**Encyclopedia**](https://www.worldhistory.org/Encomiend...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Encyclopedia' is correctly spelled and used as a proper noun.
10,20,15 century,"...</li><li>Tenochtitlan // Aztec empire ( **15 century** )</li></ul> | | Develop empathy, tolera...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing ordinal indicator; should be '15th century'.
11,20,but,...ind out how they can expand their empire** but** they do it through a violent way. Learn...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,Comma before 'but' is stylistically preferred for clarity but not strictly necessary.
12,24,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Missing hyphen in compound adjective; should be 'evidence-based'.
13,25,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,Missing hyphen in compound adjective; should be 'cross-curricular'.
