issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,10,all of the,"...nformation, so all learners end up with **all of the** information.  #### **Outcome:**  Learne...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,"The phrase 'all of the' is correct, but the tool might suggest redundancy; however, it is not an error."
2,15,Anglo Saxon,... History of raids and invasions and how **Anglo Saxon** period shaped the county | 2 hours |  {...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Anglo-Saxon' is correctly hyphenated and used appropriately in the context.
3,24,British isles,...shing Viking rule in the Danelaw in the **British isles** |  |  |  |  | |------------------------...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'British isles' is correctly capitalized and used appropriately in the context.
4,26,Anglo Saxon,"...glo-Saxon kingdom of Wessex.  The rival **Anglo Saxon** kingdoms of East Anglia, Mercia, Northu...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Anglo-Saxon' is correctly hyphenated and used appropriately in the context.
5,30,British isles,...  | 3.1.5 The end of Danish rule in the **British isles**                                        ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'British isles' is correctly capitalized and used appropriately in the context.
6,31,Anglo Saxon,... Danes living in England ordered by the **Anglo Saxon** king Ethelred provoked into intensifyin...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Anglo-Saxon' is correctly hyphenated and used appropriately in the context.
7,33,1066,...g the throne of Denmark to Sweyn II. In **1066** he invaded northern England to claim th...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'1066' is correctly formatted and used appropriately in the context.
8,35,The are,"...as a ruler compared to Svein Forkbeard. **The are** also opportunities for debates, such as...",PassCode.LTC,ErrorCategory.PARSING_ERROR,70,The phrase 'The are' is a typo and should be corrected to 'There are'.
9,36,eastern Europe,...orthern Atlantic and kept the rivers of **eastern Europe** navigable through the winter. |  |  | |...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'eastern Europe' is correctly formatted and used appropriately in the context.
10,40,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing hyphen in compound adjective 'evidence-based'.
11,44,Anglo Saxon,...land that made important decisions. | | **Anglo Saxon** | Descendants of the German tribes the ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Anglo Saxon' is a proper noun and is correctly capitalized as two words.
12,44,northern Europe,"...rn term used to describe the climate of **northern Europe**, in particular, between 700 and 1200 wh...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'northern Europe' is a correct geographical term and does not require a hyphen.
