issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,7,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Missing space after 'be able' should be 'be able to demonstrate'.
2,7,central Asia,...            | 2.1.4  | Mongol attack on **central Asia**                                    |  |...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'central Asia' is the correct spelling and capitalization for this geographical term.
3,10,all of the,...ther groups to share until everyone has **all of the** information</li><li>research and write ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'all of the' is grammatically correct in this context.
4,10,who,...earners can show their understanding of **who** the Mongols were and what the distincti...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'who' is the correct relative pronoun for this context.
5,17,Mongol empire,...ts surrounding sacred landscape</li><li>**Mongol empire** - Britannica</li><li>Mongolian nobility...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Mongol empire' is a commonly accepted variant spelling and is contextually appropriate.
6,25,central Asia,...-------------  | 2.1.4 Mongol attack on **central Asia**                                        ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'central Asia' is the correct spelling and capitalization for this geographical term.
7,25,central Asia,...he Khwarazmian Empire to a blank map of **central Asia**</li><li>annotate the map with the Silk ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'central Asia' is the correct spelling and capitalization for this geographical term.
8,29,Mongol empire,...eath of Genghis Khan. The nature of the **Mongol empire** that Genghis Khan bequeathed to Ögodei....,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Mongol empire' is a commonly accepted variant spelling and is contextually appropriate.
9,29,organisation,...i>research the Mongol victories and the **organisation** of their military and explain why the M...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Missing space after 'organisation' should be 'organisation of'.
10,29,"August, 1227","...s):</li><li>The Death of Chinggis Khan: **August, 1227**</li></ul> | 2 hours |  {30}------------...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Comma is unnecessary in the date format 'August 1227'.
11,31,a been,...t they understand that Genghis Khan has **a been** a controversial historical figure.  ###...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Redundant 'a' before 'been' should be removed.
12,32,ki,...s): <ul><li>https://en.wikipedia.org/wi **ki**/File:Genghis_Khan_em pire-switch.svg</l...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Missing 'p' in 'wiki' is a typo.
13,39,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing space between 'evidence' and 'based'.
14,40,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing space between 'cross' and 'curricular'.
15,42,Organisation,...-----------------------  | Planning and **Organisation** | There are many opportunities to inclu...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Correct capitalization for a heading.
16,42,Organisation,...y opportunities to include Planning and **Organisation** in GCSE History. These opportunities ar...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Correct capitalization for a heading.
17,42,Organisation,...w are some examples of how Planning and **Organisation** can be embedded into teaching and learn...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Correct capitalization for a heading.
18,43,central Asia,...Khwarazmian Empire | A Muslim Empire in **central Asia**.                                       ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Correct term for geographical region.
19,43,a someone,...| | Tribute            | Gifts given to **a someone** who is in a superior position.         ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Redundant 'a' before 'someone' should be removed.
