issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,6,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform.  # <span id=""page-6-2""></span...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The word 'eassessment' is a clear typo and should be 'e-assessment'.
2,7,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The phrase 'be able demonstrate' is missing a space and should be 'be able to demonstrate'.
3,11,Wien,...k - engraving Kunst Historisches Museum **Wien** – painting |  |  {12}------------------...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,"'Wien' is the correct German spelling for Vienna, as it is a proper noun."
4,15,.,"...Why do you think this may be significant**.** In groups, use the Britannica articles ...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The double period at the end of the sentence is a clear typo.
5,15,the either the,...a starting point develop an overview of **the either the** Battle of Mohács or the Siege of Vienna...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,'the either the' is a clear typo and should be 'either the'.
6,20,anti Islamic,...dispute in Europe – both Protestant and **anti Islamic**. Outcome: Learners can demonstrate an u...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'anti Islamic' should be 'anti-Islamic' with a hyphen.
7,20,Forgotton,...formation - National Geographic Spain's **Forgotton** Muslims - The Expulsion of the Moriscos...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,'Forgotton' is a clear typo and should be 'Forgotten'.
8,22,Empire′s,"...0of%20his%20legal%20reforms,)  [Ottoman **Empire′s**](https://www.discoveryuk.com/monarchs-a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'Empire′s' should be 'Empire's' with a standard apostrophe.
9,25,Encyclopedia,...%20a%20brilliant%20military%20leader.) [**Encyclopedia**.com](https://www.encyclopedia.com/histo...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Encyclopedia' is correctly capitalized as it is part of a proper noun.
10,25,Empire′s,"...most%20formidable%20leaders,)  [Ottoman **Empire′s**](https://www.discoveryuk.com/monarchs-a...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Incorrect apostrophe usage; should be 'Empire's' with a straight apostrophe.
11,31,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,Missing space between 'evidence' and 'based'; should be 'evidence-based'.
12,32,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Missing hyphen between 'cross' and 'curricular'; should be 'cross-curricular'.
13,34,Organisation,...-----------------------  | Planning and **Organisation** | There are many opportunities to inclu...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"Capitalization of 'Organisation' is consistent with British English, but could be lowercase for stylistic preference."
14,34,organisation,...y opportunities to include planning and **organisation** in GCSE History. These opportunities ar...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"Capitalization of 'organisation' is consistent with British English, but could be lowercase for stylistic preference."
15,34,Organisation,...w are some examples of how Planning and **Organisation** can be embedded into teaching and learn...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,"Capitalization of 'Organisation' is consistent with British English, but could be lowercase for stylistic preference."
