issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,6,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform  #### <span id=""page-6-2""></sp...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The word 'eassessment' is a clear typo and should be 'e-assessment'.
2,7,be able demonstrate,...cted historical topic.  Learners should **be able demonstrate** skills of analysis and evaluation when ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The phrase 'be able demonstrate' is missing an article and should be 'be able to demonstrate'.
3,8,yersinia pestis,...E to c.750 as the first outbreak of the **yersinia pestis** plague. The differences between bubonic...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'yersinia pestis' is the correct scientific name for the bacterium that causes the plague.
4,11,Covid-19,...acteria-bubonic-pandemic) - [Here's how **Covid-19**](https://www.vox.com/future-perfect/215...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'Covid-19' is correctly spelled and is a proper noun.
5,24,northern Europe,"...ack Death affected central, western and **northern Europe**, including:   - its impact in urban com...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'northern Europe' is correctly spelled and contextually appropriate.
6,25,grammes,...(In Our Time) https://www.bbc.co.uk/pro **grammes**/b00bcqt8</li></ul> | |                 ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'grammes' is a clear typo and should be 'programmes'.
7,40,The are,"...k Death should be remembered in Europe. **The are** also opportunities for debates, such as...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'The are' is missing an article and should be 'There are'.
8,41,but,...h lead to the end of feudalism in Europe** but** it was an important element in ending t...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Adding a comma before 'but' would improve readability but is not strictly necessary.
9,45,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'evidencebased' is missing a hyphen and should be 'evidence-based'.
10,46,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphen is missing in the compound adjective 'cross-curricular'.
11,49,yersinia pestis,"...he 14th century, caused by the bacteria **yersinia pestis**. | | Bubonic plague | A type of plague ...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,95,Correct spelling is 'Yersinia pestis' with capital 'Y'.
12,49,amongst,...     | The study of how diseases spread **amongst** people.                                ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,80,"'Among' is preferred over 'amongst' in formal UK English, but both are acceptable."
