issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,6,eassessment,"...ment of Unit 2 digitally through WJEC's **eassessment** platform.  # <span id=""page-6-2""></span...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The word 'eassessment' is a clear typo and should be 'e-assessment'.
2,9,post war,"...s: Conduct a primary source analysis of **post war** propaganda, relating this to sentiments...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The phrase 'post war' should be hyphenated as 'post-war' for clarity and consistency.
3,14,anti Semitism,"...ow the Nazi racial policies, especially **anti Semitism**, were institutionalised, targeting Jews...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'anti Semitism' should be hyphenated as 'anti-Semitism' for consistency with standard usage.
4,14,March of 1933,"...tration camp is established as early as **March of 1933**, with the creation of Dachau. They unde...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The phrase 'March of 1933' is acceptable but could be more concise as 'March 1933'.
5,15,anti Semitism,"...and films to identify key themes (e.g., **anti Semitism**, nationalism and traditional gender rol...",PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'anti Semitism' should be hyphenated as 'anti-Semitism' for consistency with standard usage.
6,21,with regards to,"...e Tehran, Potsdam and Yalta conferences **with regards to** signalling the end of the Nazi regime. ...",PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The phrase 'with regards to' is acceptable but 'regarding' is more concise and preferred in formal writing.
7,22,with regards to,...lexity of complicity and responsibility **with regards to** the Nazi regime. |  | |  |  | Advanced ...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The phrase 'with regards to' is acceptable but 'regarding' is more concise and preferred in formal writing.
8,27,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'evidencebased' should be hyphenated as 'evidence-based' for clarity and consistency.
9,28,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,95,The term 'crosscurricular' should be hyphenated as 'cross-curricular' for clarity and consistency.
