issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,11,EBook,"...african-kingdoms-ebook-.pdf)*, A [Level **EBook**: OCR](https://www.ocr.org.uk/Images/208...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is a proper noun and correctly capitalized as it appears in the document.
2,12,EBook,"...Kissack, 2016 African Kingdoms, A Level **EBook**: OCR Video(s): Songhai Empire: The Fall...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is a proper noun and correctly capitalized as it appears in the document.
3,12,Africas,...R Video(s): Songhai Empire: The Fall of **Africas** Greatest Empire | 2 hours |  {13}------...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Africas' is a misspelling; the correct form is 'Africa's' with an apostrophe.
4,13,EBook,"...ry, Chapter 5 African Kingdoms, A Level **EBook**: OCR | 1 hour | | <ul><li>Muhammad's ru...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is a proper noun and correctly capitalized as it appears in the document.
5,14,Qu,...of Quranic Verses on Education (Qiratul **Qu**'ran) to consider how these would have i...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'Qu' is likely a typo or incomplete word; it should be 'Qur'an' or similar.
6,14,EBook,"...l> | Book(s): African Kingdoms, A Level **EBook**: OCR The Epic of Askia Muhammad, transl...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is a proper noun and correctly capitalized as it appears in the document.
7,16,EBook,"...l> | Book(s): African Kingdoms, A Level **EBook**: OCR Timbuktu & the Songhay Empire, Joh...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is a proper noun and correctly capitalized as it appears in the document.
8,18,well organised,...s:**  - discussion why was a strong and **well organised** army important for the Songhai Empire? ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'well organised' is a correct spelling variant in UK English.
9,19,extract,...omen</li><li>creative writing – a diary **extract** for a structure. Songhai Women: includi...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'extract' is correctly spelled and contextually appropriate.
10,21,and,...wing the hierarchy of the Songhai Empire** and** where slaves fitted within this - debat...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'and' is correctly used as a conjunction.
11,21,th,.../songhai-african-empire-15-16th-century)**th** [century](https://www.sahistory.org.za/...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The word 'th' is a parsing error; it should be 'the' or '16th'.
12,22,EBook,"...Gold Book(s): African Kingdoms, A Level **EBook**: OCR | 2 hours |  {23}-----------------...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is correctly capitalized as it is a proper noun.
13,24,first person,...ccount for the Battle of Tondibi from a **first person** perspective - look at a map(s) of the S...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'first person' is correctly used as an adjective phrase.
14,24,EBook,"...african-kingdoms-ebook-.pdf)*, A [Level **EBook**: OCR](https://www.ocr.org.uk/Images/208...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'EBook' is correctly capitalized as it is a proper noun.
15,29,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'evidencebased' should be 'evidence-based' for correct hyphenation.
16,30,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'crosscurricular' should be 'cross-curricular' for correct hyphenation.
17,33,outside of,"...   | | Paganism | Beliefs and practices **outside of** the world's major religions, often base...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'outside of' is correctly used in this context.
18,33,Third longest,... and rituals. | | River Niger         | **Third longest** river in Africa flowing through several...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,'Third longest' is correctly used as an adjective phrase.
