issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,13,Lewis Lewis,...the sacking of 'puddlers' - the role of **Lewis Lewis** - raising of the red flag - events at t...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,"Lewis Lewis is a correct name, likely referring to a historical figure, and should not be flagged as an error."
2,16,mid Wales,...he nature of land ownership in west and **mid Wales**</li><li>problems for rural communities ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'mid Wales' is a correct and commonly used geographical term in the context of Wales.
3,16,turnpike,...w Poor Law</li><li>the establishment of **turnpike** trusts. Using the background section of...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,"'turnpike' is a correct term in historical context, referring to a type of road or trust."
4,23,longterm,... Williams.  The short-term failures and **longterm** successes of the Chartist movement.  ##...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,'longterm' should be hyphenated as 'long-term' in UK English.
5,25,Inquiry,"...urs) |  | | <ul><li>the reasons for the **Inquiry** into the State of Education in Wales, i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Inquiry' is correctly capitalized as it refers to a specific historical event.
6,25,mid- nineteenth,...t's view of Wales appeared to be in the **mid- nineteenth** century. Recall previous learning to de...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'mid- nineteenth' is a correct hyphenated term in this context.
7,25,Inquiry,... Wales - Report of the Commissioners of **Inquiry** into the State of Education in Wales BB...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Inquiry' is correctly capitalized as it refers to a specific historical event.
8,26,Inquiry,...--------  | <ul><li>the findings of the **Inquiry** into the State of Education</li></ul> |...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,85,'Inquiry' is correctly capitalized as it refers to a specific historical event.
9,26,mid- nineteenth,...sh language and its use in Wales in the **mid- nineteenth** century. Activities: Watch the Al Murra...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,'mid- nineteenth' is a correct hyphenated term in this context.
10,26,Inquiry,...nd what was their role in producing the **Inquiry** into the State of Education in Wales. T...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
11,26,Inquiry,...ucation in Wales. The problems with the **Inquiry** and the truthfulness of its findings. H...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
12,26,Inquiry,...the report went beyond the remit of the **Inquiry**. | which is inappropriate) and discuss ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
13,26,Inquiry,...s a class. Consider the findings of the **Inquiry** into the State of Education in Wales: c...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
14,26,Inquiry,...) and negative (unfair) findings of the **Inquiry**. Consider issues such as who was interv...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
15,26,Inquiry,"...as the basis for a debate: Overall, the **Inquiry** into the State of Education in Wales wa...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
16,28,Inquiry,"... the Report of the Commissioners of the **Inquiry** into the State of Education in Wales, i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
17,28,he reactions,...rtance - develop a storyboard detailing **he reactions** of the people of Wales.  Watch the vide...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Missing space before 'he' in 'he reactions'.
18,28,Inquiry,...(1848): Reports of the Commissioners of **Inquiry** into the State of Education in Wales.* ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,Inquiry is correctly capitalized as it is part of a proper noun.
19,28,',...ostoririaith.cymru/en/adnoddau/)  [Stori**'**r Iaith](https://mwyostoririaith.cymru/e...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,Unnecessary HTML entity for an apostrophe in 'Stori&#x27;r Iaith'.
20,31,protesters,"...d the protests, including praise of the **protesters** by the *Baner ac Amserau Cymru*.  The i...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'protesters' is correctly spelled and used in context.
21,33,enquire,...es during the Industrial Revolution and **enquire** as to how the Welsh dealt with everyday...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,100,The word 'enquire' is the correct British English spelling and is used appropriately in context.
22,36,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The word 'evidencebased' should be hyphenated as 'evidence-based' to adhere to UK English spelling rules.
23,37,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The word 'crosscurricular' should be hyphenated as 'cross-curricular' to adhere to UK English spelling rules.
