issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,8,central Asia,...| <ul><li>the origins of the Mughals in **central Asia** and the reasons for their spread into S...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Central Asia' is a proper noun and correctly capitalized.
2,8,central Asia,...South Asia.</li></ul> | The location of **central Asia**. The origins of the Mughals including T...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Central Asia' is a proper noun and correctly capitalized.
3,12,Humayun Humayun,"...ry Academic, 2018 Image(s): Portrait of **Humayun Humayun** fighting Bahadur Shah of the Gujarat in...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The phrase 'Humayun Humayun' is a repetition error and should be corrected to 'Humayun'.
4,13,re establishment,"...---------| | <ul><li>Humayun's loss and **re establishment** of the Mughal Empire, including:</li><l...",PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Re establishment' should be 're-establishment' with a hyphen.
5,13,first person,...account of the Battle of Kannauj from a **first person** perspective.</li><li>Source work - eval...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'First person' should be 'first-person' with a hyphen as it is a compound adjective.
6,21,and,...ities:**  - Discussion what are the arts** and** why are they important? - Summarise why...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,Adding a comma before 'and' is a stylistic preference for clarity but not an absolute grammatical error.
7,21,Minature,.../14.%20Siful%20&%20Shakti.pdf)  [Mughal **Minature**](https://www.rub.ac.bd/assets/files/pub...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Minature' is misspelled; the correct spelling is 'miniature'.
8,22,may,...ng conditions.</li><li>Discussion – How **may** Shah Jahan's subjects have felt about t...,PassCode.LTC,ErrorCategory.STYLISTIC_PREFERENCE,70,The use of 'may' is contextually appropriate and not a grammatical error.
9,24,shortterm,... of succession including their long and **shortterm** impact on the empire.  #### **Advanced ...,PassCode.LTC,ErrorCategory.SPELLING_ERROR,90,'Shortterm' should be 'short-term' with a hyphen as it is a compound adjective.
10,28,hl,"...ahal a-tour-from-the-top/zAUxtGbI2DyODQ?**hl**=en | | develop empathy, tolerance, comp...",PassCode.LTC,ErrorCategory.PARSING_ERROR,90,The URL parameter 'hl' is correctly formatted and does not require correction.
11,32,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The word 'evidencebased' should be hyphenated as 'evidence-based' for correct spelling.
12,33,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,The word 'crosscurricular' should be hyphenated as 'cross-curricular' for correct spelling.
