issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
0,5,of any of,...t replicate or overlap with the content **of any of** the other selected units.**  The qualif...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,The phrase 'of any of' is grammatically correct and contextually appropriate.
1,8,href,"...e organisers. These can be found on: <a **href**=""https://resources.wjec.co.uk/"">https:/...",PassCode.LTC,ErrorCategory.PARSING_ERROR,80,The attribute 'href' is correctly written as an HTML attribute.
2,10,Nosources,...                                      | **Nosources**                                        ...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,"The word 'Nosources' appears to be a typographical error, likely missing a space or a word."
3,10,I naming,... sources to identify reactions to James **I naming** his heirs Prince of Wales and referring...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"The phrase 'I naming' is likely a typographical error, possibly missing a space or a word."
4,10,I naming,...lain the contemporary reaction to James **I naming** his heirs Prince of Wales and referring...,PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"The phrase 'I naming' is likely a typographical error, possibly missing a space or a word."
5,11,Gunpowder plot,...ether the Catholics were framed for the **Gunpowder plot**.  # **Video(s):**  [King James I:](http...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'Gunpowder plot' is correctly written as a common noun phrase.
6,14,On-going,...f necessary funds to maintain an army.  **On-going** disagreements over Charles I collection...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'On-going' is a common variant spelling of 'ongoing' in British English.
7,14,Milita,"..., the Grand Remonstrance (1641) and the **Milita** Bill (1642).  Charles' key advisers wer...",PassCode.LTC,ErrorCategory.PARSING_ERROR,85,"'Milita' is likely a typographical error, possibly missing a letter."
8,14,youtube,...ww.youtube.com/watch?v=B3s-UiERX_U)  [\(**youtube**.com\)](https://www.youtube.com/watch?v=...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,90,'youtube' is correctly written as part of a URL.
9,19,pre and post-civil,...o look at the extent of change in Wales **pre and post-civil** war and to compare with England. Debate...,PassCode.LTC,ErrorCategory.PARSING_ERROR,80,'pre and post-civil' is likely missing a hyphen or a space for clarity.
10,19,pre and post-civil,...extent of change in Wales by looking at **pre and post-civil** War as well as comparing with religious...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphen is missing in the compound adjective 'pre and post-civil War'.
11,23,postcivil,...nuity in their lives and status pre and **postcivil** war.  # **Advanced outcome:**  Learners...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphen is missing in the compound adjective 'postcivil war'.
12,24,Thomas Myddleton,...rles II being declared rightful king by **Thomas Myddleton** in Wrexham in 1659   - the restoration ...,PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Thomas Myddleton is a proper noun and is correctly spelled.
13,24,Thomas Myddleton,"...ability that followed Cromwell's death, **Thomas Myddleton** (previously a Parliamentarian) declared...",PassCode.LTC,ErrorCategory.FALSE_POSITIVE,80,Thomas Myddleton is a proper noun and is correctly spelled.
14,29,evidencebased,... and quantify change. Learners can draw **evidencebased** conclusions based on statistics and num...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphen is missing in the compound adjective 'evidencebased conclusions'.
15,30,crosscurricular,...tunities will allow learners to develop **crosscurricular** skills which underpin the four purposes...,PassCode.LTC,ErrorCategory.PARSING_ERROR,90,Hyphen is missing in the compound adjective 'crosscurricular skills'.
